concept_A,concept_B,label
alpha–beta_pruning,pruning_(decision_trees),0
joint_probability_distribution,naive_bayes_classifier,0
posterior_probability,conditional_probability_distribution,1
null_hypothesis,statistical_hypothesis_testing,0
statistical_classification,backpropagation,0
statistical_significance,data_analysis,0
confidence_interval,maximum_likelihood,0
principal_component_analysis,data_reduction,0
likelihood_function,regression_analysis,0
support_vector_machine,classification_rule,0
feedforward_neural_network,artificial_neural_network,1
naive_bayes_classifier,machine_learning,1
confidence_interval,precision_and_recall,0
likelihood_function,prior_probability,0
k-medoids,correlation_and_dependence,1
stepwise_regression,ensemble_learning,0
ensemble_learning,boosting_(machine_learning),0
statistical_classification,random_forest,0
k-means_clustering,probability_density_function,1
artificial_neural_network,joint_probability_distribution,1
k-means_clustering,principal_component_analysis,0
conditional_probability,posterior_probability,0
naive_bayes_classifier,joint_probability_distribution,1
precision_and_recall,f1_score,0
backpropagation,linear_separability,0
data_mining,decision_tree,0
decision_tree,adaboost,0
mixture_model,bayes'_theorem,0
level_of_measurement,mode_(statistics),1
accuracy_and_precision,positive_and_negative_predictive_values,0
median,interquartile_range,0
random_forest,mode_(statistics),0
conditional_probability,decision_tree,0
information_retrieval,precision_and_recall,0
standard_deviation,biclustering,0
standard_deviation,k-medoids,0
decision_tree_learning,artificial_neural_network,0
maximum_likelihood,probability_density_function,1
standard_deviation,statistical_hypothesis_testing,0
accuracy_and_precision,gain_(information_retrieval),0
correlation_and_dependence,k-medoids,0
machine_learning,random_forest,0
arithmetic_mean,data_mining,0
parallelogram,rotational_symmetry,0
angle,isosceles_triangle,0
angle,pythagorean_theorem,0
edge_(geometry),acute_and_obtuse_triangles,0
cartesian_coordinate_system,line_(geometry),1
polygon,line_segment,1
angle,two-dimensional_space,0
point_(geometry),two-dimensional_space,0
grade_(slope),geometry,1
quadrilateral,parallel_(geometry),0
perpendicular,cone,0
line_segment,bisection,0
angle,collinearity,0
midpoint,arc_(geometry),0
edge_(geometry),isosceles_triangle,0
edge_(geometry),internal_and_external_angle,0
rectangle,right_triangle,0
vertex_(geometry),pythagorean_theorem,0
rotational_symmetry,prism_(geometry),0
concentric,geometry,1
circle,cross_section_(geometry),0
parallelogram,circumference,0
pythagorean_theorem,pythagorean_triple,0
similarity_(geometry),sphere,0
special_right_triangles,right_angle,1
quadrilateral,internal_and_external_angle,0
pythagorean_triple,pythagorean_theorem,1
circle,geometry,1
point_(geometry),quadrilateral,0
pythagorean_triple,right_triangle,1
radius,sine,0
line_segment,pythagorean_triple,0
line_(geometry),diameter,0
quadrilateral,collinearity,0
two-dimensional_space,nonagon,0
circle,vertex_(geometry),0
two-dimensional_space,plane_(geometry),1
dodecagon,angle,1
vertex_(geometry),heptagon,0
chord_(geometry),angle,0
symmetry,parallelogram,0
cylinder_(geometry),perpendicular,0
coordinate_system,geometry,1
circle,bisection,0
polygon,octagon,0
perpendicular,coordinate_system,0
midpoint,altitude_(triangle),0
point_(geometry),star_polygon,0
line_(geometry),pyramid_(geometry),0
edge_(geometry),right_triangle,0
bisection,triangle,0
parallelogram,angle,1
point_(geometry),hexagon,0
dodecagon,polyhedron,0
kite_(geometry),angle,1
circumference,arc_(geometry),0
line_(geometry),convex_polygon,0
convex_polygon,geometry,1
parallel_(geometry),perpendicular,0
line_segment,vertex_(geometry),0
scale_factor,scaling_(geometry),0
line_segment,dodecagon,0
rhombus,perpendicular,0
pentagon,edge_(geometry),1
perpendicular,angle,1
parallel_(geometry),angle,0
perpendicular,two-dimensional_space,0
rectangle,point_(geometry),1
diameter,radius,1
midpoint,plane_(geometry),0
rhombus,edge_(geometry),1
vertex_(geometry),nonagon,0
tangent,sine,0
right_triangle,polygon,1
point_(geometry),secant_line,0
reflection_symmetry,line_(geometry),1
line_segment,pentagon,0
parallel_(geometry),skew_lines,0
acute_and_obtuse_triangles,vertex_(geometry),1
quadrilateral,triangle_inequality,0
line_(geometry),plane_(geometry),0
chord_(geometry),pythagorean_theorem,0
rotational_symmetry,trapezoid,0
rhombus,parallelogram,1
acute_and_obtuse_triangles,triangle,1
trigonometric_functions,line_(geometry),1
parallelogram,convex_polygon,0
arc_length,distance,1
circle,diameter,0
rhombus,vertex_(geometry),1
edge_(geometry),trigonometric_functions,0
geometry,star_polygon,0
acute_and_obtuse_triangles,polygon,1
right_angle,geometry,1
sine,trigonometric_functions,1
edge_(geometry),hendecagon,0
polygon,right_triangle,0
circle,sine,0
altitude_(triangle),geometry,1
line_(geometry),kite_(geometry),0
inverse_trigonometric_functions,line_segment,1
equilateral_triangle,angle,1
midpoint,point_(geometry),1
chord_(geometry),sine,0
line_(geometry),reflection_symmetry,0
right_triangle,altitude_(triangle),0
heptagon,radius,0
collinearity,cone,0
trapezoid,geometry,1
line_segment,collinearity,0
circle,two-dimensional_space,0
polyhedron,geometry,1
polyhedron,point_(geometry),1
angle,reflection_(mathematics),0
cross_section_(geometry),geometry,1
triangle,arc_length,0
polygon,quadrilateral,0
translation_(geometry),distance,0
line_(geometry),prism_(geometry),0
equilateral_triangle,geometry,1
polygon,rectangle,0
octagon,line_segment,1
geometry,cylinder_(geometry),0
perpendicular,trapezoid,0
symmetry,translation_(geometry),0
point_(geometry),angle_bisector_theorem,0
triangle_inequality,arc_length,0
vertex_(geometry),polygon,0
diameter,line_segment,1
vertex_(geometry),altitude_(triangle),0
line_(geometry),secant_line,0
circumference,polygon,0
polyhedron,line_(geometry),1
cylinder_(geometry),tangent,0
geometry,decagon,0
polygon,hendecagon,0
angle,distance,0
bisection,congruence_(geometry),0
geometry,square,0
decagon,edge_(geometry),1
altitude_(triangle),line_(geometry),1
rotation_(mathematics),distance,0
vertex_(geometry),star_polygon,0
line_(geometry),angle,0
self-similarity,similarity_(geometry),1
rhombus,square,0
altitude_(triangle),point_(geometry),1
edge_(geometry),line_(geometry),1
reflection_symmetry,reflection_(mathematics),1
pythagorean_theorem,arc_length,0
geometry,prism_(geometry),0
trigonometric_functions,chord_(geometry),0
acute_and_obtuse_triangles,right_triangle,0
cylinder_(geometry),radius,0
inverse_trigonometric_functions,tangent,0
geometry,symmetry,0
angle_bisector_theorem,point_(geometry),1
rotation_(mathematics),rigid_transformation,0
star_polygon,vertex_(geometry),1
convex_polygon,point_(geometry),1
point_(geometry),radius,0
cylinder_(geometry),polyhedron,0
pythagorean_triple,line_(geometry),1
parallel_(geometry),tangent,0
line_segment,arc_(geometry),0
reflection_symmetry,geometry,1
polygon,rhombus,0
point_(geometry),isosceles_triangle,0
triangle,altitude_(triangle),0
line_(geometry),trapezoid,0
rhombus,sine,0
line_(geometry),pythagorean_triple,0
cartesian_coordinate_system,two-dimensional_space,1
special_right_triangles,line_segment,1
vertex_(geometry),pyramid_(geometry),0
geometry,midpoint,0
special_right_triangles,circle,0
pentagon,point_(geometry),1
right_triangle,isosceles_triangle,0
pythagorean_triple,polygon,1
angle_bisector_theorem,geometry,1
circle,slope,0
geometry,similarity_(geometry),0
point_(geometry),midpoint,0
line_(geometry),decagon,0
point_(geometry),arc_length,0
angle,perpendicular,0
nonagon,line_segment,1
reflection_(mathematics),circle,0
perpendicular,vertex_(geometry),0
vertex_(geometry),rectangle,0
square,trapezoid,0
rhombus,kite_(geometry),0
rotational_symmetry,line_(geometry),1
inverse_trigonometric_functions,geometry,1
perpendicular,internal_and_external_angle,0
quadrilateral,reflection_symmetry,0
similarity_(geometry),polygon,0
vertex_(geometry),prism_(geometry),0
point_(geometry),geometry,1
rhombus,triangle,0
circle,internal_and_external_angle,0
isosceles_triangle,geometry,1
pythagorean_triple,angle,1
polyhedron,diagonal,0
reflection_symmetry,point_(geometry),1
parallelogram,rectangle,0
face_(geometry),plane_(geometry),0
parallelogram,line_segment,1
collinearity,midpoint,0
right_triangle,diameter,0
circumference,distance,0
arc_(geometry),diameter,0
rhombus,geometry,1
cartesian_coordinate_system,angle,1
parallel_(geometry),circle,0
perpendicular,chord_(geometry),0
point_(geometry),transversal_(geometry),0
tangent,isosceles_triangle,0
angle,transversal_(geometry),0
equilateral_triangle,line_(geometry),1
trapezoid,line_(geometry),1
line_(geometry),rectangle,0
bisection,line_segment,1
geometry,pentagon,0
right_angle,rectangle,0
rectangle,translation_(geometry),0
similarity_(geometry),circle,0
congruence_(geometry),vertex_(geometry),1
right_angle,triangle,0
point_(geometry),decagon,0
line_(geometry),angle_bisector_theorem,0
exterior_angle_theorem,midpoint,0
square,symmetry,0
perpendicular,angle_bisector_theorem,0
symmetry,geometry,1
angle,right_angle,0
prism_(geometry),distance,0
midpoint,angle,0
line_(geometry),midpoint,0
heptagon,polygon,1
square,octagon,0
radius,sphere,0
diameter,line_(geometry),1
line_segment,rhombus,0
point_(geometry),tangent,0
point_(geometry),diameter,0
rectangle,polygon,1
bisection,diagonal,0
polygon,angle,1
prism_(geometry),line_(geometry),1
symmetry,rotational_symmetry,0
collinearity,tangent,0
diagonal,edge_(geometry),1
line_(geometry),tangent,0
triangle,point_(geometry),1
triangle_inequality,line_(geometry),1
angle,trigonometric_functions,0
circle,decagon,0
vertex_(geometry),triangle_inequality,0
polygon,nonagon,0
geometry,tangent,0
acute_and_obtuse_triangles,edge_(geometry),1
triangle,equilateral_triangle,0
angle,square,0
triangle,triangle_inequality,0
vertex_(geometry),parallelogram,0
line_segment,congruence_(geometry),0
triangle,pythagorean_theorem,0
edge_(geometry),pythagorean_triple,0
line_segment,inverse_trigonometric_functions,0
collinearity,altitude_(triangle),0
line_segment,quadrilateral,0
pentagon,diagonal,0
bisection,parallelogram,0
two-dimensional_space,coordinate_system,0
trigonometric_functions,tangent,0
dodecagon,geometry,1
hendecagon,line_(geometry),1
geometry,radius,0
rotation_(mathematics),space_(mathematics),0
rotation_(mathematics),rotational_symmetry,0
angle,acute_and_obtuse_triangles,0
diameter,distance,0
transversal_(geometry),congruence_(geometry),0
pythagorean_theorem,isosceles_triangle,0
decagon,line_segment,1
line_segment,right_triangle,0
edge_(geometry),point_(geometry),1
dodecagon,hexagon,0
point_(geometry),rotational_symmetry,0
sine,cartesian_coordinate_system,0
pythagorean_theorem,point_(geometry),1
edge_(geometry),star_polygon,0
radius,line_(geometry),1
convex_polygon,angle,1
sphere,polyhedron,0
trigonometric_functions,right_triangle,0
polygon,hexagon,0
square,circle,0
tangent,triangle,1
geometry,hendecagon,0
heptagon,edge_(geometry),1
rectangle,vertex_(geometry),1
